date,country,state,city,ibgeID,newCases,totalCases
2020-03-29,Brazil,MS,Dourados/MS,5003702,0,2
2020-03-29,Brazil,TO,Araguaína/TO,1702109,0,1
2020-03-29,Brazil,CE,Quixadá/CE,2311306,0,2
2020-03-29,Brazil,CE,Caucaia/CE,2303709,0,1
2020-03-29,Brazil,PI,São José do Divino/PI,2210052,0,1
2020-03-29,Brazil,PI,Parnaíba/PI,2207702,0,1
2020-03-29,Brazil,SP,Sorocaba/SP,3552205,0,1
2020-03-29,Brazil,TOTAL,TOTAL,0,388,4322
2020-03-30,Brazil,SP,São Paulo/SP,3550308,189,1233
2020-03-30,Brazil,ES,Vila Velha/ES,3205200,3,31
2020-03-30,Brazil,BA,Feira de Santana/BA,2910800,3,12
2020-03-30,Brazil,RJ,Rio de Janeiro/RJ,3304557,37,553
2020-03-30,Brazil,DF,Brasília/DF,5300108,14,312
2020-03-30,Brazil,SP,Santana de Parnaíba/SP,3547304,1,7
2020-03-30,Brazil,MG,Divinópolis/MG,3122306,2,9
2020-03-30,Brazil,RJ,Niterói/RJ,3303302,8,47
2020-03-30,Brazil,PE,Recife/PE,2611606,4,53
2020-03-30,Brazil,RS,Caxias do Sul/RS,4305108,7,13
2020-03-30,Brazil,PR,Curitiba/PR,4106902,3,76
2020-03-30,Brazil,SP,Ferraz de Vasconcelos/SP,3515707,1,3
2020-03-30,Brazil,SC,Florianópolis/SC,4205407,10,50
2020-03-30,Brazil,RN,Natal/RN,2408102,2,36
2020-03-30,Brazil,BA,Salvador/BA,2927408,14,117
2020-03-30,Brazil,AM,Manaus/AM,1302603,9,140
2020-03-30,Brazil,SC,Joinville/SC,4209102,5,14
2020-03-30,Brazil,MS,Campo Grande/MS,5002704,11,36
2020-03-30,Brazil,MG,Juiz de Fora/MG,3136702,2,13
2020-03-30,Brazil,SE,Aracaju/SE,2800308,2,15
2020-03-30,Brazil,ES,Vitória/ES,3205309,5,26
2020-03-30,Brazil,SP,Carapicuíba/SP,3510609,1,3
2020-03-30,Brazil,SP,São Bernardo do Campo/SP,3548708,18,33
2020-03-30,Brazil,SP,São Caetano do Sul/SP,3548807,11,27
2020-03-30,Brazil,CE,Fortaleza/CE,2304400,15,353
2020-03-30,Brazil,CE,Aquiraz/CE,2301000,6,13
2020-03-30,Brazil,MG,Belo Horizonte/MG,3106200,17,163
2020-03-30,Brazil,AC,Rio Branco/AC,1200401,3,34
2020-03-30,Brazil,SP,Santo André/SP,3547809,23,40
2020-03-30,Brazil,MG,Uberlândia/MG,3170206,3,10
2020-03-30,Brazil,PR,Campo Largo/PR,4104204,1,3
2020-03-30,Brazil,TO,Palmas/TO,1721000,1,9
2020-03-30,Brazil,PA,Belém/PA,1501402,5,17
2020-03-30,Brazil,PB,João Pessoa/PB,2507507,2,12
2020-03-30,Brazil,SP,São José do Rio Preto/SP,3549805,2,3
2020-03-30,Brazil,SP,Campinas/SP,3509502,6,11
2020-03-30,Brazil,SP,Guarulhos/SP,3518800,1,14
2020-03-30,Brazil,SP,Barueri/SP,3505708,3,6
2020-03-30,Brazil,BA,Lauro de Freitas/BA,2919207,1,11
2020-03-30,Brazil,RS,Bagé/RS,4301602,6,15
2020-03-30,Brazil,PI,Teresina/PI,2211001,5,16
2020-03-30,Brazil,CE,NÃO ESPECIFICADA/CE,23,1,2
2020-03-30,Brazil,SC,Jaraguá do Sul/SC,4208906,1,3
2020-03-30,Brazil,SC,Criciúma/SC,4204608,2,15
2020-03-30,Brazil,ES,Cariacica/ES,3201308,1,3
2020-03-30,Brazil,MA,São Luís/MA,2111300,9,30
2020-03-30,Brazil,RN,Parnamirim/RN,2403251,1,10
2020-03-30,Brazil,SP,Osasco/SP,3534401,10,14
2020-03-30,Brazil,SP,São José dos Campos/SP,3549904,1,5
2020-03-30,Brazil,SP,Mogi das Cruzes/SP,3530607,1,9
2020-03-30,Brazil,MT,Cuiabá/MT,5103403,4,12
2020-03-30,Brazil,SP,Taboão da Serra/SP,3552809,1,3
2020-03-30,Brazil,SP,Caieiras/SP,3509007,1,3
2020-03-30,Brazil,RO,Porto Velho/RO,1100205,1,6
2020-03-30,Brazil,PE,Olinda/PE,2609600,1,5
2020-03-30,Brazil,AM,Parintins/AM,1303403,1,3
2020-03-30,Brazil,SC,Blumenau/SC,4202404,2,14
2020-03-30,Brazil,SP,FORA DO ESTADO/SP,35,1,15
2020-03-30,Brazil,SP,Embu/SP,3515004,3,4
2020-03-30,Brazil,RJ,São Gonçalo/RJ,3304904,1,7
2020-03-30,Brazil,MG,Contagem/MG,3118601,1,5
2020-03-30,Brazil,ES,Serra/ES,3205002,4,13
2020-03-30,Brazil,SP,ESTRANGEIRO/SP,35,1,28
2020-03-30,Brazil,PA,Ananindeua/PA,1500800,1,5
2020-03-30,Brazil,SP,NÃO ESPECIFICADA/SP,35,-224,9
2020-03-30,Brazil,SP,Ribeirão Preto/SP,3543402,2,5
2020-03-30,Brazil,SC,Itapema/SC,4208302,1,2
2020-03-30,Brazil,GO,NÃO ESPECIFICADA/GO,52,1,2
2020-03-30,Brazil,MS,Batayporã/MS,5002001,2,3
2020-03-30,Brazil,RJ,Resende/RJ,3304201,1,2
2020-03-30,Brazil,RJ,Nova Iguaçu/RJ,3303500,4,7
2020-03-30,Brazil,TO,Araguaína/TO,1702109,1,2
2020-03-30,Brazil,SP,Sorocaba/SP,3552205,2,3
2020-03-30,Brazil,BA,FORA DO ESTADO/BA,29,1,2
2020-03-30,Brazil,AC,Acrelândia/AC,1200013,5,7
2020-03-30,Brazil,RN,São Gonçalo do Amarante/RN,2412005,1,2
2020-03-30,Brazil,MG,NÃO ESPECIFICADA/MG,31,3,3
2020-03-30,Brazil,MG,Manhuaçu/MG,3139409,1,1
2020-03-30,Brazil,MG,Unaí/MG,3170404,1,1
2020-03-30,Brazil,GO,Itumbiara/GO,5211503,2,2
2020-03-30,Brazil,PE,Palmares/PE,2610004,1,1
2020-03-30,Brazil,PR,Rio Branco do Sul/PR,4122206,1,1
2020-03-30,Brazil,PR,Matinhos/PR,4115705,1,1
2020-03-30,Brazil,PR,Almirante Tamandaré/PR,4100400,2,2
2020-03-30,Brazil,RJ,Queimados/RJ,3304144,1,1
2020-03-30,Brazil,RJ,São João de Meriti/RJ,3305109,1,1
2020-03-30,Brazil,RJ,Teresópolis/RJ,3305802,1,1
2020-03-30,Brazil,RJ,Angra dos Reis/RJ,3300100,1,1
2020-03-30,Brazil,RJ,Rio Bonito/RJ,3304300,2,2
2020-03-30,Brazil,SP,Brodowski/SP,3507803,1,1
2020-03-30,Brazil,SP,Cajamar/SP,3509205,1,1
2020-03-30,Brazil,SP,Itapevi/SP,3522505,1,1
2020-03-30,Brazil,SP,Itupeva/SP,3524006,1,1
2020-03-30,Brazil,SP,Jandira/SP,3525003,1,1
2020-03-30,Brazil,SP,Penápolis/SP,3537305,1,1
2020-03-30,Brazil,SP,Piracicaba/SP,3538709,3,3
2020-03-30,Brazil,SP,Paulínia/SP,3536505,1,1
2020-03-30,Brazil,SP,Santos/SP,3548500,1,1
2020-03-30,Brazil,AM,Novo Airão/AM,1303205,1,1
2020-03-30,Brazil,RN,Apodi/RN,2401008,1,1
2020-03-30,Brazil,RN,FORA DO ESTADO/RN,24,2,2
2020-03-30,Brazil,RN,Luís Gomes/RN,2407005,1,1
2020-03-30,Brazil,RN,Carnaubais/RN,2402501,1,1
2020-03-30,Brazil,BA,Dias d'Ávila/BA,2910057,1,1
2020-03-30,Brazil,MT,Rondonópolis/MT,5107602,3,3
2020-03-30,Brazil,RO,Jaru/RO,1100114,1,1
2020-03-30,Brazil,RS,Taquari/RS,4321303,1,1
2020-03-30,Brazil,RS,Gravataí/RS,4309209,1,1
2020-03-30,Brazil,SC,Pescaria Brava/SC,4212650,1,1
2020-03-30,Brazil,PB,Patos/PB,2510808,1,1
2020-03-30,Brazil,CE,Beberibe/CE,2302206,1,1
2020-03-30,Brazil,RJ,Barra Mansa/RJ,3300407,0,1
2020-03-30,Brazil,AL,Maceió/AL,2704302,0,12
2020-03-30,Brazil,RS,Campo Bom/RS,4303905,0,2
2020-03-30,Brazil,RS,Porto Alegre/RS,4314902,0,143
2020-03-30,Brazil,PR,Cianorte/PR,4105508,0,7
2020-03-30,Brazil,MG,Ipatinga/MG,3131307,0,1
2020-03-30,Brazil,GO,Rio Verde/GO,5218805,0,7
2020-03-30,Brazil,GO,Goiânia/GO,5208707,0,35
2020-03-30,Brazil,SC,Rancho Queimado/SC,4214300,0,2
2020-03-30,Brazil,PE,ESTRANGEIRO/PE,26,0,3
2020-03-30,Brazil,MG,Patrocínio/MG,3148103,0,1
2020-03-30,Brazil,ES,Linhares/ES,3203205,0,4
2020-03-30,Brazil,SC,Braço do Norte/SC,4202800,0,12
2020-03-30,Brazil,MG,Coronel Fabriciano/MG,3119401,0,1
2020-03-30,Brazil,SP,Mauá/SP,3529401,0,2
2020-03-30,Brazil,GO,Anápolis/GO,5201108,0,4
2020-03-30,Brazil,BA,Porto Seguro/BA,2925303,0,10
2020-03-30,Brazil,PE,Belo Jardim/PE,2601706,0,1
2020-03-30,Brazil,PE,Jaboatão dos Guararapes/PE,2607901,0,6
2020-03-30,Brazil,BA,Prado/BA,2925501,0,3
2020-03-30,Brazil,MG,Nova Lima/MG,3144805,0,19
2020-03-30,Brazil,MG,Sete Lagoas/MG,3167202,0,2
2020-03-30,Brazil,PR,Pinhais/PR,4119152,0,3
2020-03-30,Brazil,PR,Londrina/PR,4113700,0,7
2020-03-30,Brazil,GO,Jataí/GO,5211909,0,2
2020-03-30,Brazil,GO,Aparecida de Goiânia/GO,5201405,0,2
2020-03-30,Brazil,SC,Balneário Camboriú/SC,4202008,0,9
2020-03-30,Brazil,PR,Maringá/PR,4115200,0,8
2020-03-30,Brazil,PR,Foz do Iguaçu/PR,4108304,0,10
2020-03-30,Brazil,SE,Propriá/SE,2805703,0,2
2020-03-30,Brazil,RJ,Guapimirim/RJ,3301850,0,1
2020-03-30,Brazil,SP,Jaguariúna/SP,3524709,0,1
2020-03-30,Brazil,SP,Cotia/SP,3513009,0,6
2020-03-30,Brazil,MG,Uberaba/MG,3170107,0,3
2020-03-30,Brazil,SC,Tubarão/SC,4218707,0,9
2020-03-30,Brazil,SC,ESTRANGEIRO/SC,42,0,3
2020-03-30,Brazil,CE,Sobral/CE,2312908,0,5
2020-03-30,Brazil,RS,Serafina Corrêa/RS,4320404,0,3
2020-03-30,Brazil,RS,Torres/RS,4321501,0,7
2020-03-30,Brazil,RS,Farroupilha/RS,4307906,0,1
2020-03-30,Brazil,SC,São José/SC,4216602,0,10
2020-03-30,Brazil,MS,Sidrolândia/MS,5007901,0,1
2020-03-30,Brazil,BA,Itabuna/BA,2914802,0,2
2020-03-30,Brazil,RJ,Miguel Pereira/RJ,3302908,0,1
2020-03-30,Brazil,RS,Alvorada/RS,4300604,0,2
2020-03-30,Brazil,RS,Erechim/RS,4307005,0,3
2020-03-30,Brazil,RS,Sant'Ana do Livramento/RS,4317103,0,4
2020-03-30,Brazil,SP,Taubaté/SP,3554102,0,1
2020-03-30,Brazil,SP,Suzano/SP,3552502,0,1
2020-03-30,Brazil,RO,Ji-Paraná/RO,1100122,0,1
2020-03-30,Brazil,CE,Juazeiro do Norte/CE,2307304,0,1
2020-03-30,Brazil,AP,Macapá/AP,1600303,0,8
2020-03-30,Brazil,SC,Itajaí/SC,4208203,0,18
2020-03-30,Brazil,SC,Navegantes/SC,4211306,0,3
2020-03-30,Brazil,SC,Pomerode/SC,4213203,0,1
2020-03-30,Brazil,SC,Imbituba/SC,4207304,0,5
2020-03-30,Brazil,SC,Chapecó/SC,4204202,0,5
2020-03-30,Brazil,PR,Guaíra/PR,4108809,0,2
2020-03-30,Brazil,BA,Camaçari/BA,2905701,0,1
2020-03-30,Brazil,RJ,Petrópolis/RJ,3303906,0,4
2020-03-30,Brazil,RS,Ivoti/RS,4310801,0,3
2020-03-30,Brazil,RS,Charqueadas/RS,4305355,0,1
2020-03-30,Brazil,RS,São Leopoldo/RS,4318705,0,3
2020-03-30,Brazil,RS,Taquara/RS,4321204,0,1
2020-03-30,Brazil,RS,Dois Irmãos/RS,4306403,0,1
2020-03-30,Brazil,RS,Eldorado do Sul/RS,4306767,0,1
2020-03-30,Brazil,RS,Canoas/RS,4304606,0,8
2020-03-30,Brazil,ES,Cachoeiro de Itapemirim/ES,3201209,0,1
2020-03-30,Brazil,MG,Mariana/MG,3140001,0,2
2020-03-30,Brazil,MG,Poços de Caldas/MG,3151800,0,2
2020-03-30,Brazil,SP,Hortolândia/SP,3519071,0,1
2020-03-30,Brazil,RS,Bento Gonçalves/RS,4302105,0,2
2020-03-30,Brazil,PR,Ponta Grossa/PR,4119905,0,3
2020-03-30,Brazil,PR,Pato Branco/PR,4118501,0,2
2020-03-30,Brazil,SC,Jaguaruna/SC,4208807,0,2
2020-03-30,Brazil,SC,Gravatal/SC,4206207,0,3
2020-03-30,Brazil,MT,Várzea Grande/MT,5108402,0,2
2020-03-30,Brazil,SP,Valinhos/SP,3556206,0,1
2020-03-30,Brazil,SP,Poá/SP,3539806,0,1
2020-03-30,Brazil,MS,Ponta Porã/MS,5006606,0,1
2020-03-30,Brazil,SE,Nossa Senhora da Glória/SE,2804508,0,1
2020-03-30,Brazil,RR,Boa Vista/RR,1400100,0,13
2020-03-30,Brazil,RS,Carlos Barbosa/RS,4304804,0,1
2020-03-30,Brazil,RS,Estância Velha/RS,4307609,0,2
2020-03-30,Brazil,RS,Estrela/RS,4307807,0,1
2020-03-30,Brazil,RS,Lajeado/RS,4311403,0,5
2020-03-30,Brazil,RS,Santa Maria/RS,4316907,0,2
2020-03-30,Brazil,RS,Viamão/RS,4323002,0,1
2020-03-30,Brazil,RN,Mossoró/RN,2408003,0,16
2020-03-30,Brazil,BA,Barreiras/BA,2903201,0,1
2020-03-30,Brazil,SP,São Sebastião/SP,3550704,0,2
2020-03-30,Brazil,PR,FORA DO ESTADO/PR,41,0,6
2020-03-30,Brazil,BA,Conceição do Jacuípe/BA,2908507,0,1
2020-03-30,Brazil,RS,Santo Antônio da Patrulha/RS,4317608,0,1
2020-03-30,Brazil,SC,Lages/SC,4209300,0,1
2020-03-30,Brazil,RS,Osório/RS,4313508,0,1
2020-03-30,Brazil,SP,Iracemápolis/SP,3521408,0,1
2020-03-30,Brazil,SP,Jundiaí/SP,3525904,0,3
2020-03-30,Brazil,BA,Juazeiro/BA,2918407,0,2
2020-03-30,Brazil,BA,Jequié/BA,2918001,0,1
2020-03-30,Brazil,BA,Brumado/BA,2904605,0,1
2020-03-30,Brazil,MG,Betim/MG,3106705,0,5
2020-03-30,Brazil,MG,Bom Despacho/MG,3107406,0,1
2020-03-30,Brazil,MG,Campos Altos/MG,3111507,0,1
2020-03-30,Brazil,MG,Lagoa da Prata/MG,3137205,0,2
2020-03-30,Brazil,MG,Timóteo/MG,3168705,0,1
2020-03-30,Brazil,PE,FORA DO ESTADO/PE,26,0,2
2020-03-30,Brazil,PE,Caruaru/PE,2604106,0,1
2020-03-30,Brazil,PE,Petrolina/PE,2611101,0,2
2020-03-30,Brazil,GO,Catalão/GO,5205109,0,1
2020-03-30,Brazil,PA,Marabá/PA,1504208,0,1
2020-03-30,Brazil,PB,Igaracy/PB,2502607,0,1
2020-03-30,Brazil,RS,Rio Grande/RS,4315602,0,2
2020-03-30,Brazil,RS,Santiago/RS,4317400,0,1
2020-03-30,Brazil,RS,Sapiranga/RS,4319901,0,1
2020-03-30,Brazil,RS,Cruzeiro do Sul/RS,4306205,0,1
2020-03-30,Brazil,RS,Capão da Canoa/RS,4304630,0,2
2020-03-30,Brazil,SC,Porto Belo/SC,4213500,0,4
2020-03-30,Brazil,SC,Gaspar/SC,4205902,0,2
2020-03-30,Brazil,SC,Içara/SC,4207007,0,1
2020-03-30,Brazil,PR,Cascavel/PR,4104808,0,8
2020-03-30,Brazil,ES,Santa Teresa/ES,3204609,0,1
2020-03-30,Brazil,AL,FORA DO ESTADO/AL,27,0,4
2020-03-30,Brazil,BA,Conde/BA,2908606,0,1
2020-03-30,Brazil,BA,Teixeira de Freitas/BA,2931350,0,1
2020-03-30,Brazil,PR,Telêmaco Borba/PR,4127106,0,1
2020-03-30,Brazil,PR,Paranavaí/PR,4118402,0,2
2020-03-30,Brazil,RJ,Volta Redonda/RJ,3306305,0,11
2020-03-30,Brazil,RJ,Campos dos Goytacazes/RJ,3301009,0,1
2020-03-30,Brazil,RJ,Duque de Caxias/RJ,3301702,0,5
2020-03-30,Brazil,RS,Garibaldi/RS,4308607,0,1
2020-03-30,Brazil,SC,FORA DO ESTADO/SC,42,0,5
2020-03-30,Brazil,SC,Camboriú/SC,4203204,0,7
2020-03-30,Brazil,SC,Laguna/SC,4209409,0,1
2020-03-30,Brazil,SC,São Ludgero/SC,4217006,0,1
2020-03-30,Brazil,SC,Tijucas/SC,4218004,0,1
2020-03-30,Brazil,GO,Valparaíso de Goiás/GO,5221858,0,2
2020-03-30,Brazil,CE,Mauriti/CE,2308104,0,1
2020-03-30,Brazil,RS,Anta Gorda/RS,4300703,0,2
2020-03-30,Brazil,RS,NÃO ESPECIFICADA/RS,43,0,1
2020-03-30,Brazil,RS,Paraí/RS,4314001,0,1
2020-03-30,Brazil,MT,Nova Monte Verde/MT,5108956,0,1
2020-03-30,Brazil,BA,São Domingos/BA,2928950,0,1
2020-03-30,Brazil,SP,Ribeirão Pires/SP,3543303,0,1
2020-03-30,Brazil,RJ,Valença/RJ,3306107,0,1
2020-03-30,Brazil,AL,Porto Real do Colégio/AL,2707503,0,1
2020-03-30,Brazil,RS,Pelotas/RS,4314407,0,2
2020-03-30,Brazil,RS,Cerro Grande do Sul/RS,4305173,0,1
2020-03-30,Brazil,RS,Dom Pedrito/RS,4306601,0,1
2020-03-30,Brazil,PR,Faxinal/PR,4107603,0,1
2020-03-30,Brazil,PR,Campo Mourão/PR,4104303,0,2
2020-03-30,Brazil,SC,Balneário Arroio do Silva/SC,4201950,0,1
2020-03-30,Brazil,SC,Canelinha/SC,4203709,0,1
2020-03-30,Brazil,SC,São Pedro de Alcântara/SC,4217253,0,1
2020-03-30,Brazil,BA,Ilhéus/BA,2913606,0,2
2020-03-30,Brazil,BA,Canarana/BA,2906204,0,1
2020-03-30,Brazil,GO,Silvânia/GO,5220603,0,1
2020-03-30,Brazil,GO,Luziânia/GO,5212501,0,1
2020-03-30,Brazil,MG,Governador Valadares/MG,3127701,0,2
2020-03-30,Brazil,MG,Boa Esperança/MG,3107109,0,1
2020-03-30,Brazil,MG,São João del Rei/MG,3162500,0,2
2020-03-30,Brazil,MA,Imperatriz/MA,2105302,0,1
2020-03-30,Brazil,BA,Alagoinhas/BA,2900702,0,1
2020-03-30,Brazil,PR,Rio Negro/PR,4122305,0,1
2020-03-30,Brazil,SP,Tatuí/SP,3554003,0,1
2020-03-30,Brazil,SP,Arujá/SP,3503901,0,1
2020-03-30,Brazil,SP,Mairiporã/SP,3528502,0,2
2020-03-30,Brazil,SP,Louveira/SP,3527306,0,1
2020-03-30,Brazil,SP,Vargem Grande Paulista/SP,3556453,0,2
2020-03-30,Brazil,RJ,Belford Roxo/RJ,3300456,0,2
2020-03-30,Brazil,AM,Santo Antônio do Içá/AM,1303700,0,1
2020-03-30,Brazil,AM,Boca do Acre/AM,1300706,0,1
2020-03-30,Brazil,PA,Itaituba/PA,1503606,0,1
2020-03-30,Brazil,PA,Castanhal/PA,1502400,0,1
2020-03-30,Brazil,RS,Rolante/RS,4316006,0,1
2020-03-30,Brazil,RS,Marau/RS,4311809,0,1
2020-03-30,Brazil,RS,Piratini/RS,4314605,0,1
2020-03-30,Brazil,RS,Passo Fundo/RS,4314100,0,1
2020-03-30,Brazil,RS,Nova Palma/RS,4313102,0,1
2020-03-30,Brazil,SC,Siderópolis/SC,4217600,0,2
2020-03-30,Brazil,SC,Timbé do Sul/SC,4218103,0,1
2020-03-30,Brazil,ES,Castelo/ES,3201407,0,1
2020-03-30,Brazil,RR,Bonfim/RR,1400159,0,3
2020-03-30,Brazil,MG,Sabará/MG,3156700,0,3
2020-03-30,Brazil,MG,Carmo do Cajuru/MG,3114204,0,1
2020-03-30,Brazil,MG,Campo Belo/MG,3111200,0,1
2020-03-30,Brazil,MG,Guimarânia/MG,3128907,0,1
2020-03-30,Brazil,RS,Santa Rosa/RS,4317202,0,1
2020-03-30,Brazil,RS,Cachoeira do Sul/RS,4303004,0,1
2020-03-30,Brazil,PB,Sousa/PB,2516201,0,1
2020-03-30,Brazil,PB,Campina Grande/PB,2504009,0,2
2020-03-30,Brazil,AM,Manacapuru/AM,1302504,0,2
2020-03-30,Brazil,RJ,Itaboraí/RJ,3301900,0,3
2020-03-30,Brazil,PR,Guarapuava/PR,4109401,0,1
2020-03-30,Brazil,PR,Iretama/PR,4110805,0,1
2020-03-30,Brazil,PR,Umuarama/PR,4128104,0,2
2020-03-30,Brazil,PR,União da Vitória/PR,4128203,0,1
2020-03-30,Brazil,CE,Maranguape/CE,2307700,0,1
2020-03-30,Brazil,MS,Rio Verde de Mato Grosso/MS,5007406,0,1
2020-03-30,Brazil,SC,Antônio Carlos/SC,4201208,0,1
2020-03-30,Brazil,SC,São Lourenço do Oeste/SC,4216909,0,1
2020-03-30,Brazil,ES,São Roque do Canaã/ES,3204955,0,1
2020-03-30,Brazil,PE,Fernando de Noronha/PE,2605459,0,1
2020-03-30,Brazil,RJ,Mangaratiba/RJ,3302601,0,1
2020-03-30,Brazil,GO,Goianésia/GO,5208608,0,1
2020-03-30,Brazil,GO,Águas Lindas de Goiás/GO,5200258,0,1
2020-03-30,Brazil,PE,Goiana/PE,2606200,0,1
2020-03-30,Brazil,PE,Camaragibe/PE,2603454,0,1
2020-03-30,Brazil,PE,São Lourenço da Mata/PE,2613701,0,1
2020-03-30,Brazil,SC,São Francisco do Sul/SC,4216206,0,1
2020-03-30,Brazil,SC,Urussanga/SC,4219002,0,1
2020-03-30,Brazil,SC,Papanduva/SC,4212205,0,2
2020-03-30,Brazil,SC,Brusque/SC,4202909,0,2
2020-03-30,Brazil,RN,Macaíba/RN,2407104,0,1
2020-03-30,Brazil,RN,Passa e Fica/RN,2409100,0,1
2020-03-30,Brazil,RN,Monte Alegre/RN,2407807,0,1
2020-03-30,Brazil,PA,Parauapebas/PA,1505536,0,1
2020-03-30,Brazil,ES,Guarapari/ES,3202405,0,1
2020-03-30,Brazil,ES,Itapemirim/ES,3202801,0,1
2020-03-30,Brazil,RS,Canguçu/RS,4304507,0,1
2020-03-30,Brazil,BA,Itagibá/BA,2915205,0,1
2020-03-30,Brazil,PR,Mariópolis/PR,4115309,0,1
2020-03-30,Brazil,PR,Quatiguá/PR,4120705,0,1
2020-03-30,Brazil,MS,Dourados/MS,5003702,0,2
2020-03-30,Brazil,CE,Quixadá/CE,2311306,0,2
2020-03-30,Brazil,CE,Caucaia/CE,2303709,0,1
2020-03-30,Brazil,PI,São José do Divino/PI,2210052,0,1
2020-03-30,Brazil,PI,Parnaíba/PI,2207702,0,1
2020-03-30,Brazil,BA,Itamaraju/BA,2915601,0,1
2020-03-30,Brazil,BA,Itororó/BA,2917102,0,1
2020-03-30,Brazil,BA,Pojuca/BA,2925204,0,1
2020-03-30,Brazil,MG,Extrema/MG,3125101,0,1
2020-03-30,Brazil,MG,Muriaé/MG,3143906,0,1
2020-03-30,Brazil,MG,Serra do Salitre/MG,3166808,0,1
2020-03-30,Brazil,MG,Santa Luzia/MG,3157807,0,1
2020-03-30,Brazil,PR,São José dos Pinhais/PR,4125506,0,1
2020-03-30,Brazil,PR,Contenda/PR,4106209,0,1
2020-03-30,Brazil,PR,Marechal Cândido Rondon/PR,4114609,0,1
2020-03-30,Brazil,PR,Medianeira/PR,4115804,0,1
2020-03-30,Brazil,PR,Peabiru/PR,4118808,0,1
2020-03-30,Brazil,PR,Terra Rica/PR,4127304,0,1
2020-03-30,Brazil,PR,Castro/PR,4104907,0,1
2020-03-30,Brazil,AC,Porto Acre/AC,1200807,0,1
2020-03-30,Brazil,RS,Novo Hamburgo/RS,4313409,0,1
2020-03-30,Brazil,RJ,Rio das Ostras/RJ,3304524,0,2
2020-03-30,Brazil,RJ,Maricá/RJ,3302700,0,1
2020-03-30,Brazil,RJ,Seropédica/RJ,3305554,0,1
2020-03-30,Brazil,RN,Tibau/RN,2411056,0,1
2020-03-30,Brazil,RN,Açu/RN,2400208,0,1
2020-03-30,Brazil,RN,Caicó/RN,2402006,0,1
2020-03-30,Brazil,RN,São José de Mipibu/RN,2412203,0,1
2020-03-30,Brazil,AM,Itacoatiara/AM,1301902,0,2
2020-03-30,Brazil,AM,Anori/AM,1300102,0,1
2020-03-30,Brazil,SC,Indaial/SC,4207502,0,1
2020-03-30,Brazil,RN,NÃO ESPECIFICADA/RN,24,0,1
2020-03-30,Brazil,CE,Itaitinga/CE,2306256,0,1
2020-03-30,Brazil,CE,Maracanaú/CE,2307650,0,1
2020-03-30,Brazil,ES,São Mateus/ES,3204906,0,1
2020-03-30,Brazil,TOTAL,TOTAL,0,341,4663
2020-03-31,Brazil,SP,São Paulo/SP,3550308,652,1885
2020-03-31,Brazil,RJ,Barra Mansa/RJ,3300407,1,2
2020-03-31,Brazil,ES,Vila Velha/ES,3205200,4,35
2020-03-31,Brazil,BA,Feira de Santana/BA,2910800,5,17
2020-03-31,Brazil,RJ,Rio de Janeiro/RJ,3304557,33,586
2020-03-31,Brazil,DF,Brasília/DF,5300108,21,333
2020-03-31,Brazil,AL,Maceió/AL,2704302,1,13
2020-03-31,Brazil,SP,Santana de Parnaíba/SP,3547304,10,17
2020-03-31,Brazil,RJ,Niterói/RJ,3303302,10,57
2020-03-31,Brazil,RS,Porto Alegre/RS,4314902,47,190
2020-03-31,Brazil,PE,Recife/PE,2611606,5,58
2020-03-31,Brazil,PR,Curitiba/PR,4106902,11,87
2020-03-31,Brazil,SP,Ferraz de Vasconcelos/SP,3515707,2,5
2020-03-31,Brazil,SC,Florianópolis/SC,4205407,8,58
2020-03-31,Brazil,GO,Goiânia/GO,5208707,4,39
2020-03-31,Brazil,RN,Natal/RN,2408102,6,42
2020-03-31,Brazil,BA,Salvador/BA,2927408,15,132
2020-03-31,Brazil,AM,Manaus/AM,1302603,19,159
2020-03-31,Brazil,MS,Campo Grande/MS,5002704,1,37
2020-03-31,Brazil,MG,Juiz de Fora/MG,3136702,10,23
2020-03-31,Brazil,SE,Aracaju/SE,2800308,2,17
2020-03-31,Brazil,ES,Vitória/ES,3205309,2,28
2020-03-31,Brazil,SP,Carapicuíba/SP,3510609,3,6
2020-03-31,Brazil,SP,São Bernardo do Campo/SP,3548708,11,44
2020-03-31,Brazil,SP,São Caetano do Sul/SP,3548807,3,30
2020-03-31,Brazil,CE,Fortaleza/CE,2304400,18,371
2020-03-31,Brazil,SP,Mauá/SP,3529401,1,3
2020-03-31,Brazil,SP,Santo André/SP,3547809,8,48
2020-03-31,Brazil,PR,Pinhais/PR,4119152,1,4
2020-03-31,Brazil,PR,Londrina/PR,4113700,2,9
2020-03-31,Brazil,PR,Maringá/PR,4115200,1,9
2020-03-31,Brazil,PA,Belém/PA,1501402,4,21
2020-03-31,Brazil,PB,João Pessoa/PB,2507507,2,14
2020-03-31,Brazil,SP,São José do Rio Preto/SP,3549805,3,6
2020-03-31,Brazil,SP,Campinas/SP,3509502,4,15
2020-03-31,Brazil,SP,Guarulhos/SP,3518800,7,21
2020-03-31,Brazil,SP,Barueri/SP,3505708,14,20
2020-03-31,Brazil,SP,Cotia/SP,3513009,6,12
2020-03-31,Brazil,BA,Itabuna/BA,2914802,2,4
2020-03-31,Brazil,AP,Macapá/AP,1600303,2,10
2020-03-31,Brazil,SC,Criciúma/SC,4204608,2,17
